PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
Jamal Murray,DEN,DEN @ UTA,02/05/2020,W,43,31,12,26,46.2,4,9,44.4,3,4,75.0,1,1,2,4,0,1,3,2,5,39.4
Torrey Craig,DEN,DEN @ UTA,02/05/2020,W,36,8,3,6,50.0,2,5,40.0,0,0,-,4,8,12,0,0,1,1,3,-4,24.4
Vlatko Cancar,DEN,DEN @ UTA,02/05/2020,W,17,4,1,3,33.3,0,2,0.0,2,2,100,2,2,4,0,0,1,2,4,-7,9.8
Khem Birch,ORL,ORL @ BOS,02/05/2020,L,8,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-5,1.2
Markelle Fultz,ORL,ORL @ BOS,02/05/2020,L,30,4,2,4,50.0,0,0,-,0,0,-,0,3,3,5,0,0,3,1,-6,12.1
Jaren Jackson Jr.,MEM,MEM @ DAL,02/05/2020,W,32,19,7,15,46.7,4,8,50.0,1,2,50.0,1,5,6,3,1,2,2,3,8,37.7
Dorian Finney-Smith,DAL,DAL vs. MEM,02/05/2020,L,34,5,2,9,22.2,1,6,16.7,0,0,-,2,3,5,3,1,1,2,2,8,19.5
Michael Carter-Williams,ORL,ORL @ BOS,02/05/2020,L,24,12,3,5,60.0,1,2,50.0,5,6,83.3,1,0,1,6,3,2,3,0,-13,34.2
Boban Marjanovic,DAL,DAL vs. MEM,02/05/2020,L,3,0,0,3,0.0,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-11,2.7
Courtney Lee,DAL,DAL vs. MEM,02/05/2020,L,12,8,3,4,75.0,2,3,66.7,0,0,-,0,1,1,1,0,0,0,1,8,10.7
Tim Hardaway Jr.,DAL,DAL vs. MEM,02/05/2020,L,34,14,3,13,23.1,2,6,33.3,6,6,100,0,6,6,1,1,0,3,2,0,22.7
Antonius Cleveland,DAL,DAL vs. MEM,02/05/2020,L,4,1,0,1,0.0,0,0,-,1,2,50.0,0,0,0,0,1,1,0,2,-6,7.0
Jonas Valanciunas,MEM,MEM @ DAL,02/05/2020,W,28,8,3,6,50.0,0,0,-,2,2,100,1,9,10,0,0,0,0,2,1,20.0
Karl-Anthony Towns,MIN,MIN vs. ATL,02/05/2020,L,38,21,7,15,46.7,2,6,33.3,5,6,83.3,3,8,11,1,2,1,4,3,-4,40.7
Kristaps Porzingis,DAL,DAL vs. MEM,02/05/2020,L,29,32,10,20,50.0,5,11,45.5,7,7,100,1,11,12,2,2,1,0,3,4,58.4
Willie Cauley-Stein,DAL,DAL vs. MEM,02/05/2020,L,12,4,2,2,100,0,0,-,0,0,-,1,2,3,0,0,2,1,3,-16,12.6
Brandon Clarke,MEM,MEM @ DAL,02/05/2020,W,24,18,7,10,70.0,1,2,50.0,3,4,75.0,3,3,6,3,0,1,1,2,16,31.7
Ja Morant,MEM,MEM @ DAL,02/05/2020,W,31,21,10,12,83.3,1,2,50.0,0,0,-,0,1,1,3,0,0,2,3,7,24.7
De'Anthony Melton,MEM,MEM @ DAL,02/05/2020,W,28,10,3,11,27.3,0,1,0.0,4,6,66.7,1,8,9,5,1,1,2,1,27,32.3
Dillon Brooks,MEM,MEM @ DAL,02/05/2020,W,33,13,5,14,35.7,1,3,33.3,2,2,100,1,5,6,2,2,0,1,4,-10,28.2
Maxi Kleber,DAL,DAL vs. MEM,02/05/2020,L,32,10,4,11,36.4,2,5,40.0,0,0,-,5,1,6,1,0,0,0,3,3,18.7
John Collins,ATL,ATL @ MIN,02/05/2020,W,41,27,11,19,57.9,2,5,40.0,3,4,75.0,3,9,12,2,0,1,3,3,-3,44.4
Josh Okogie,MIN,MIN vs. ATL,02/05/2020,L,37,23,8,11,72.7,0,3,0.0,7,8,87.5,0,0,0,1,3,1,2,3,1,34.5
Damian Jones,ATL,ATL @ MIN,02/05/2020,W,24,14,6,7,85.7,0,0,-,2,2,100,2,6,8,2,2,1,2,4,7,33.6
Naz Reid,MIN,MIN vs. ATL,02/05/2020,L,13,10,4,6,66.7,2,3,66.7,0,0,-,0,2,2,0,0,2,1,5,5,17.4
Trae Young,ATL,ATL @ MIN,02/05/2020,W,37,38,10,23,43.5,6,13,46.2,12,13,92.3,0,4,4,11,1,0,3,3,6,59.3
Ricky Rubio,PHX,PHX @ DET,02/05/2020,L,35,4,1,5,20.0,0,1,0.0,2,2,100,0,1,1,11,4,0,6,3,3,27.7
Thon Maker,DET,DET vs. PHX,02/05/2020,W,10,0,0,1,0.0,0,0,-,0,0,-,2,1,3,2,0,0,0,1,-6,6.6
Jordan Bone,DET,DET vs. PHX,02/05/2020,W,7,0,0,3,0.0,0,1,0.0,0,0,-,0,1,1,1,0,0,0,1,6,2.7
Cheick Diallo,PHX,PHX @ DET,02/05/2020,L,13,7,3,5,60.0,0,0,-,1,1,100,1,6,7,0,0,0,1,2,-4,14.4
Jevon Carter,PHX,PHX @ DET,02/05/2020,L,11,3,1,3,33.3,1,3,33.3,0,0,-,0,0,0,0,0,0,0,1,-12,3.0
Mikal Bridges,PHX,PHX @ DET,02/05/2020,L,42,13,5,9,55.6,3,6,50.0,0,0,-,1,5,6,4,0,1,3,4,-5,26.2
Elie Okobo,PHX,PHX @ DET,02/05/2020,L,13,3,1,2,50.0,1,1,100,0,0,-,0,2,2,1,0,0,0,2,-6,6.9
Sekou Doumbouya,DET,DET vs. PHX,02/05/2020,W,16,5,2,4,50.0,1,2,50.0,0,0,-,0,2,2,1,1,0,0,3,-4,11.9
Mo Bamba,ORL,ORL @ BOS,02/05/2020,L,7,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,1,1,0,0,6.4
Grant Williams,BOS,BOS vs. ORL,02/05/2020,W,22,13,5,6,83.3,3,4,75.0,0,0,-,3,3,6,1,1,2,1,2,10,29.7
Louis King,DET,DET vs. PHX,02/05/2020,W,5,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,0,0,0,0,1,0,3.0
Jayson Tatum,BOS,BOS vs. ORL,02/05/2020,W,39,33,11,24,45.8,5,11,45.5,6,7,85.7,0,8,8,5,3,2,2,3,12,63.1
Evan Fournier,ORL,ORL @ BOS,02/05/2020,L,34,26,8,15,53.3,6,8,75.0,4,4,100,0,4,4,1,0,0,0,2,0,32.3
Aaron Gordon,ORL,ORL @ BOS,02/05/2020,L,31,23,7,15,46.7,1,3,33.3,8,10,80.0,1,9,10,4,2,1,5,3,-5,45.0
Nikola Vucevic,ORL,ORL @ BOS,02/05/2020,L,33,12,5,12,41.7,1,5,20.0,1,4,25.0,3,7,10,2,0,1,4,3,-11,26.0
Semi Ojeleye,BOS,BOS vs. ORL,02/05/2020,W,7,3,1,3,33.3,1,1,100,0,0,-,0,1,1,1,0,0,0,1,-6,5.7
Vincent Poirier,BOS,BOS vs. ORL,02/05/2020,W,7,5,2,2,100,0,0,-,1,1,100,0,1,1,2,0,0,0,0,8,9.2
Brad Wanamaker,BOS,BOS vs. ORL,02/05/2020,W,25,8,3,8,37.5,2,2,100,0,0,-,0,2,2,3,2,0,3,3,12,17.9
Jaylen Brown,BOS,BOS vs. ORL,02/05/2020,W,38,18,8,18,44.4,0,2,0.0,2,5,40.0,1,4,5,0,0,0,1,1,10,23.0
Terrence Ross,ORL,ORL @ BOS,02/05/2020,L,29,18,5,16,31.3,3,9,33.3,5,6,83.3,0,2,2,1,2,1,1,1,-13,29.9
Gordon Hayward,BOS,BOS vs. ORL,02/05/2020,W,35,23,10,16,62.5,2,3,66.7,1,1,100,0,7,7,7,2,0,0,1,17,47.9
BJ Johnson,ORL,ORL @ BOS,02/05/2020,L,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,0.0
Amile Jefferson,ORL,ORL @ BOS,02/05/2020,L,1,0,0,1,0.0,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-3,1.2
Derrick White,SAS,SAS @ LAL,02/04/2020,L,23,5,2,6,33.3,0,1,0.0,1,1,100,1,1,2,5,1,1,1,1,-14,19.9
Keldon Johnson,SAS,SAS @ LAL,02/04/2020,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5,0.0
Chimezie Metu,SAS,SAS @ LAL,02/04/2020,L,4,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,1,1,-7,0.2
LaMarcus Aldridge,SAS,SAS @ LAL,02/04/2020,L,30,7,3,10,30.0,0,1,0.0,1,2,50.0,0,3,3,1,1,0,0,1,-8,15.1
LeBron James,LAL,LAL vs. SAS,02/04/2020,W,34,36,12,20,60.0,6,9,66.7,6,9,66.7,1,6,7,9,1,0,2,1,20,58.9
Dwight Howard,LAL,LAL vs. SAS,02/04/2020,W,22,12,5,5,100,0,0,-,2,4,50.0,1,9,10,1,1,0,1,2,20,27.5
Anthony Davis,LAL,LAL vs. SAS,02/04/2020,W,29,18,8,12,66.7,0,1,0.0,2,3,66.7,2,4,6,1,1,0,4,1,7,25.7
Alex Caruso,LAL,LAL vs. SAS,02/04/2020,W,10,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,1,0,0,1,-4,5.0
Rudy Gay,SAS,SAS @ LAL,02/04/2020,L,16,3,1,5,20.0,1,1,100,0,0,-,0,1,1,1,0,0,0,4,-5,5.7
Quinn Cook,LAL,LAL vs. SAS,02/04/2020,W,4,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,1,0,7,0.2
Trey Lyles,SAS,SAS @ LAL,02/04/2020,L,17,3,1,5,20.0,1,3,33.3,0,0,-,0,1,1,0,0,0,0,1,-10,4.2
Kentavious Caldwell-Pope,LAL,LAL vs. SAS,02/04/2020,W,27,6,3,5,60.0,0,2,0.0,0,0,-,1,0,1,1,0,1,1,0,9,10.7
Avery Bradley,LAL,LAL vs. SAS,02/04/2020,W,20,8,3,9,33.3,2,5,40.0,0,0,-,0,5,5,1,0,1,1,1,12,17.5
Troy Daniels,LAL,LAL vs. SAS,02/04/2020,W,4,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,1,7,3.0
Rajon Rondo,LAL,LAL vs. SAS,02/04/2020,W,21,7,3,6,50.0,0,2,0.0,1,2,50.0,0,4,4,9,0,0,2,3,13,23.3
Bryn Forbes,SAS,SAS @ LAL,02/04/2020,L,25,13,4,8,50.0,4,8,50.0,1,2,50.0,0,0,0,3,3,0,0,1,-12,26.5
Lonnie Walker IV,SAS,SAS @ LAL,02/04/2020,L,15,11,4,8,50.0,2,2,100,1,2,50.0,2,1,3,0,0,1,1,1,-22,16.6
Dejounte Murray,SAS,SAS @ LAL,02/04/2020,L,25,12,5,9,55.6,1,1,100,1,3,33.3,1,3,4,2,0,0,0,2,-13,19.8
Kyle Kuzma,LAL,LAL vs. SAS,02/04/2020,W,30,18,7,11,63.6,2,4,50.0,2,2,100,4,8,12,4,0,0,2,2,15,36.4
JaVale McGee,LAL,LAL vs. SAS,02/04/2020,W,15,14,5,7,71.4,0,0,-,4,5,80.0,2,3,5,0,0,1,0,2,12,23.0
DeMar DeRozan,SAS,SAS @ LAL,02/04/2020,L,33,28,12,21,57.1,0,0,-,4,5,80.0,2,6,8,7,1,0,2,3,-5,49.1
Danny Green,LAL,LAL vs. SAS,02/04/2020,W,19,5,2,5,40.0,1,3,33.3,0,0,-,1,6,7,2,1,1,0,1,12,22.4
Marco Belinelli,SAS,SAS @ LAL,02/04/2020,L,15,11,4,5,80.0,3,3,100,0,0,-,0,2,2,0,0,0,0,0,-12,13.4
Patty Mills,SAS,SAS @ LAL,02/04/2020,L,19,3,1,8,12.5,1,7,14.3,0,0,-,0,0,0,1,0,0,0,0,-10,4.5
Jakob Poeltl,SAS,SAS @ LAL,02/04/2020,L,13,6,3,5,60.0,0,0,-,0,0,-,1,2,3,1,0,0,1,1,-12,10.1
Nicolo Melli,NOP,NOP vs. MIL,02/04/2020,L,16,9,3,6,50.0,3,5,60.0,0,0,-,0,3,3,2,1,1,0,3,5,21.6
Isaiah Hartenstein,HOU,HOU vs. CHA,02/04/2020,W,3,2,1,2,50.0,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-1,3.2
Malik Monk,CHA,CHA @ HOU,02/04/2020,L,31,19,8,13,61.5,2,3,66.7,1,2,50.0,0,6,6,0,0,1,3,1,-21,26.2
Dwayne Bacon,CHA,CHA @ HOU,02/04/2020,L,11,2,0,0,-,0,0,-,2,2,100,0,1,1,0,0,0,0,0,2,3.2
Devonte' Graham,CHA,CHA @ HOU,02/04/2020,L,35,16,5,11,45.5,5,10,50.0,1,2,50.0,0,4,4,10,0,0,2,2,2,33.8
Ben McLemore,HOU,HOU vs. CHA,02/04/2020,W,37,14,5,10,50.0,4,9,44.4,0,0,-,0,2,2,4,0,1,0,1,18,25.4
James Harden,HOU,HOU vs. CHA,02/04/2020,W,40,40,11,26,42.3,4,11,36.4,14,15,93.3,3,6,9,12,3,1,3,4,20,77.8
Eric Gordon,HOU,HOU vs. CHA,02/04/2020,W,31,16,6,22,27.3,0,12,0.0,4,6,66.7,0,2,2,1,0,2,0,5,-7,25.9
Cody Zeller,CHA,CHA @ HOU,02/04/2020,L,13,3,1,5,20.0,0,0,-,1,1,100,0,3,3,2,1,0,2,4,-4,10.6
Torrey Craig,DEN,DEN vs. POR,02/04/2020,W,19,7,2,5,40.0,0,0,-,3,5,60.0,2,3,5,0,0,1,0,4,18,16.0
Juancho Hernangomez,DEN,DEN vs. POR,02/04/2020,W,28,7,2,6,33.3,0,1,0.0,3,3,100,2,9,11,0,1,2,3,3,17,26.2
Anfernee Simons,POR,POR @ DEN,02/04/2020,L,21,10,4,8,50.0,1,3,33.3,1,1,100,0,1,1,1,0,0,1,1,-7,11.7
Caleb Swanigan,POR,POR @ DEN,02/04/2020,L,21,7,3,6,50.0,0,0,-,1,2,50.0,3,7,10,2,0,0,1,2,-8,21.0
Malik Beasley,DEN,DEN vs. POR,02/04/2020,W,24,14,5,15,33.3,3,10,30.0,1,4,25.0,0,4,4,2,0,0,1,2,8,20.8
Jamal Murray,DEN,DEN vs. POR,02/04/2020,W,20,20,6,9,66.7,3,6,50.0,5,7,71.4,0,2,2,6,0,0,2,0,15,29.4
Jerami Grant,DEN,DEN vs. POR,02/04/2020,W,30,17,6,11,54.5,3,5,60.0,2,2,100,1,3,4,2,1,1,0,4,17,30.8
Nikola Jokic,DEN,DEN vs. POR,02/04/2020,W,31,29,11,17,64.7,3,5,60.0,4,4,100,4,9,13,9,2,3,4,1,23,69.1
Hassan Whiteside,POR,POR @ DEN,02/04/2020,L,23,8,4,8,50.0,0,0,-,0,0,-,2,3,5,0,0,1,1,5,-21,16.0
Jarred Vanderbilt,DEN,DEN vs. POR,02/04/2020,W,7,2,1,1,100,0,0,-,0,0,-,1,2,3,1,1,0,2,2,-1,8.1
Nassir Little,POR,POR @ DEN,02/04/2020,L,19,6,1,5,20.0,1,3,33.3,3,4,75.0,2,3,5,0,1,1,1,4,-7,17.0
CJ McCollum,POR,POR @ DEN,02/04/2020,L,31,20,8,18,44.4,3,7,42.9,1,1,100,1,1,2,1,0,1,2,3,-16,24.9
Damian Lillard,POR,POR @ DEN,02/04/2020,L,30,21,8,23,34.8,1,6,16.7,4,4,100,1,1,2,9,1,0,0,0,-23,39.9
Wenyen Gabriel,POR,POR @ DEN,02/04/2020,L,11,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,1,1,0,0,-1,7.2
Vlatko Cancar,DEN,DEN vs. POR,02/04/2020,W,5,4,2,3,66.7,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-1,5.2
Zion Williamson,NOP,NOP vs. MIL,02/04/2020,L,32,20,5,19,26.3,0,3,0.0,10,14,71.4,4,3,7,5,1,0,4,3,-11,34.9
Monte Morris,DEN,DEN vs. POR,02/04/2020,W,23,7,3,7,42.9,1,2,50.0,0,0,-,0,0,0,4,0,0,0,1,14,13.0
PJ Dozier,DEN,DEN vs. POR,02/04/2020,W,8,2,1,4,25.0,0,1,0.0,0,0,-,1,1,2,2,0,0,1,2,-3,6.4
Gary Harris,DEN,DEN vs. POR,02/04/2020,W,22,2,1,3,33.3,0,0,-,0,0,-,0,0,0,3,0,0,0,0,13,6.5
Gary Trent Jr.,POR,POR @ DEN,02/04/2020,L,18,11,4,9,44.4,2,5,40.0,1,2,50.0,0,2,2,0,1,2,0,2,-12,22.4
Mario Hezonja,POR,POR @ DEN,02/04/2020,L,12,9,3,5,60.0,0,1,0.0,3,4,75.0,0,0,0,1,0,0,1,0,-2,9.5
Will Barton,DEN,DEN vs. POR,02/04/2020,W,24,16,6,9,66.7,4,4,100,0,0,-,1,4,5,1,0,0,0,2,20,23.5
Carmelo Anthony,POR,POR @ DEN,02/04/2020,L,26,2,0,5,0.0,0,3,0.0,2,2,100,0,2,2,0,0,0,0,3,-18,4.4
Trevor Ariza,POR,POR @ DEN,02/04/2020,L,27,5,1,3,33.3,1,3,33.3,2,2,100,0,6,6,2,1,0,2,2,-25,16.2
Donte DiVincenzo,MIL,MIL @ NOP,02/04/2020,W,18,8,3,10,30.0,0,3,0.0,2,2,100,3,2,5,5,2,0,2,1,-5,25.5
Brandon Ingram,NOP,NOP vs. MIL,02/04/2020,L,36,32,12,19,63.2,3,9,33.3,5,6,83.3,1,6,7,1,2,1,3,3,-17,47.9
JJ Redick,NOP,NOP vs. MIL,02/04/2020,L,22,13,5,10,50.0,2,5,40.0,1,2,50.0,0,1,1,2,1,0,1,1,1,19.2
Eric Bledsoe,MIL,MIL @ NOP,02/04/2020,W,33,16,7,20,35.0,0,3,0.0,2,2,100,1,5,6,7,1,0,3,2,20,33.7
Sterling Brown,MIL,MIL @ NOP,02/04/2020,W,3,0,0,3,0.0,0,2,0.0,0,0,-,1,0,1,1,0,0,0,0,-2,2.7
Jaxson Hayes,NOP,NOP vs. MIL,02/04/2020,L,5,0,0,0,-,0,0,-,0,0,-,0,1,1,2,0,0,0,0,7,4.2
Josh Hart,NOP,NOP vs. MIL,02/04/2020,L,29,8,3,9,33.3,1,6,16.7,1,1,100,0,7,7,4,3,1,0,1,10,34.4
Derrick Favors,NOP,NOP vs. MIL,02/04/2020,L,25,0,0,3,0.0,0,1,0.0,0,0,-,1,4,5,2,0,1,1,2,-26,11.0
Jrue Holiday,NOP,NOP vs. MIL,02/04/2020,L,29,7,3,14,21.4,1,6,16.7,0,0,-,0,3,3,5,2,1,4,2,-18,23.1
Robin Lopez,MIL,MIL @ NOP,02/04/2020,W,8,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,1,0,1,-13,4.2
Ersan Ilyasova,MIL,MIL @ NOP,02/04/2020,W,6,0,0,2,0.0,0,1,0.0,0,0,-,1,2,3,1,0,0,1,1,-9,4.1
Thabo Sefolosha,HOU,HOU vs. CHA,02/04/2020,W,17,7,3,6,50.0,1,3,33.3,0,0,-,2,2,4,1,1,0,0,1,6,16.3
Terry Rozier,CHA,CHA @ HOU,02/04/2020,L,34,20,5,12,41.7,3,7,42.9,7,7,100,1,4,5,4,0,0,2,3,-11,30.0
Austin Rivers,HOU,HOU vs. CHA,02/04/2020,W,29,11,4,8,50.0,2,6,33.3,1,2,50.0,0,4,4,3,1,0,0,1,17,23.3
Willy Hernangomez,CHA,CHA @ HOU,02/04/2020,L,17,10,3,7,42.9,0,1,0.0,4,4,100,4,4,8,2,0,0,3,3,-3,19.6
Miles Bridges,CHA,CHA @ HOU,02/04/2020,L,39,20,8,17,47.1,1,7,14.3,3,6,50.0,5,10,15,0,1,1,0,1,0,44.0
Danuel House Jr.,HOU,HOU vs. CHA,02/04/2020,W,42,22,8,13,61.5,6,11,54.5,0,0,-,1,8,9,1,3,1,0,1,11,46.3
Cody Martin,CHA,CHA @ HOU,02/04/2020,L,36,12,5,9,55.6,2,4,50.0,0,0,-,1,4,5,1,0,0,3,3,-20,16.5
P.J. Washington,CHA,CHA @ HOU,02/04/2020,L,24,8,4,9,44.4,0,1,0.0,0,0,-,1,5,6,3,0,0,2,1,-20,17.7
P.J. Tucker,HOU,HOU vs. CHA,02/04/2020,W,41,13,5,10,50.0,3,8,37.5,0,0,-,0,10,10,3,3,0,1,5,11,37.5
Jared Dudley,LAL,LAL vs. SAS,02/04/2020,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,5,0.0
Lonzo Ball,NOP,NOP vs. MIL,02/04/2020,L,39,11,4,12,33.3,3,10,30.0,0,0,-,1,13,14,3,0,1,4,2,-11,31.3
Pat Connaughton,MIL,MIL @ NOP,02/04/2020,W,27,4,2,3,66.7,0,1,0.0,0,0,-,2,3,5,1,1,1,1,2,0,16.5
Brook Lopez,MIL,MIL @ NOP,02/04/2020,W,34,12,6,10,60.0,0,4,0.0,0,0,-,0,5,5,2,2,2,2,4,22,31.0
Giannis Antetokounmpo,MIL,MIL @ NOP,02/04/2020,W,33,34,12,17,70.6,1,1,100,9,13,69.2,0,17,17,6,1,1,5,4,24,64.4
Wesley Matthews,MIL,MIL @ NOP,02/04/2020,W,28,17,6,11,54.5,5,9,55.6,0,0,-,0,2,2,2,0,1,0,1,14,25.4
Kyle Korver,MIL,MIL @ NOP,02/04/2020,W,17,9,3,8,37.5,3,7,42.9,0,0,-,0,0,0,1,1,1,1,2,-6,15.5
Khris Middleton,MIL,MIL @ NOP,02/04/2020,W,33,20,9,18,50.0,2,5,40.0,0,0,-,0,8,8,8,3,0,2,1,15,48.6
E'Twaun Moore,NOP,NOP vs. MIL,02/04/2020,L,9,8,3,7,42.9,1,4,25.0,1,1,100,1,0,1,0,0,0,0,0,0,9.2
Andrew Wiggins,MIN,MIN @ SAC,02/03/2020,L,35,10,3,11,27.3,0,3,0.0,4,6,66.7,2,4,6,5,1,1,5,4,-11,25.7
Harrison Barnes,SAC,SAC vs. MIN,02/03/2020,W,34,14,5,11,45.5,3,4,75.0,1,2,50.0,1,4,5,7,0,0,1,0,11,29.5
Karl-Anthony Towns,MIN,MIN @ SAC,02/03/2020,L,37,22,7,17,41.2,3,6,50.0,5,7,71.4,3,7,10,6,1,2,3,5,-7,49.0
Nemanja Bjelica,SAC,SAC vs. MIN,02/03/2020,W,27,12,5,9,55.6,2,4,50.0,0,0,-,1,2,3,2,1,1,0,1,4,24.6
Josh Okogie,MIN,MIN @ SAC,02/03/2020,L,26,12,4,8,50.0,0,2,0.0,4,4,100,1,3,4,1,2,0,1,3,18,23.3
Buddy Hield,SAC,SAC vs. MIN,02/03/2020,W,20,16,6,12,50.0,2,5,40.0,2,3,66.7,0,2,2,3,1,0,2,2,-8,23.9
Kent Bazemore,SAC,SAC vs. MIN,02/03/2020,W,24,4,1,5,20.0,0,1,0.0,2,2,100,1,5,6,1,1,1,1,1,-17,17.7
Harry Giles III,SAC,SAC vs. MIN,02/03/2020,W,13,6,3,4,75.0,0,0,-,0,0,-,0,1,1,0,0,0,2,4,-13,5.2
Bogdan Bogdanovic,SAC,SAC vs. MIN,02/03/2020,W,31,23,5,7,71.4,4,5,80.0,9,11,81.8,0,2,2,3,0,0,1,3,15,28.9
Jarrett Culver,MIN,MIN @ SAC,02/03/2020,L,18,3,1,5,20.0,1,1,100,0,0,-,0,1,1,1,2,0,1,1,-25,10.7
Keita Bates-Diop,MIN,MIN @ SAC,02/03/2020,L,5,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-6,0.0
Jordan Bell,MIN,MIN @ SAC,02/03/2020,L,9,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,1,0,2,13,6.2
Jordan McLaughlin,MIN,MIN @ SAC,02/03/2020,L,19,9,3,4,75.0,1,2,50.0,2,4,50.0,1,0,1,2,2,0,2,2,11,17.2
Dewayne Dedmon,SAC,SAC vs. MIN,02/03/2020,W,35,4,2,8,25.0,0,3,0.0,0,0,-,4,8,12,3,2,5,4,4,16,39.9
Shabazz Napier,MIN,MIN @ SAC,02/03/2020,L,29,17,5,13,38.5,2,10,20.0,5,5,100,0,3,3,7,0,0,1,2,-15,30.1
Cory Joseph,SAC,SAC vs. MIN,02/03/2020,W,15,3,1,2,50.0,0,0,-,1,1,100,0,0,0,2,0,0,0,2,-4,6.0
Anthony Tolliver,SAC,SAC vs. MIN,02/03/2020,W,6,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,2,0.0
Joel Embiid,PHI,PHI @ MIA,02/03/2020,L,33,29,9,14,64.3,2,2,100,9,11,81.8,3,9,12,2,1,0,3,4,-16,46.4
Goran Dragic,MIA,MIA vs. PHI,02/03/2020,W,26,24,7,12,58.3,4,8,50.0,6,7,85.7,0,3,3,6,1,0,0,2,26,39.6
Tobias Harris,PHI,PHI @ MIA,02/03/2020,L,25,6,3,12,25.0,0,6,0.0,0,0,-,1,4,5,2,0,0,0,1,-8,15.0
Jimmy Butler,MIA,MIA vs. PHI,02/03/2020,W,29,38,14,20,70.0,2,2,100,8,8,100,2,5,7,2,3,0,0,2,13,58.4
Duncan Robinson,MIA,MIA vs. PHI,02/03/2020,W,34,19,4,9,44.4,4,8,50.0,7,9,77.8,0,2,2,3,0,0,0,4,24,25.9
Bam Adebayo,MIA,MIA vs. PHI,02/03/2020,W,35,18,8,15,53.3,0,0,-,2,2,100,3,5,8,11,1,0,0,2,29,47.1
Kendrick Nunn,MIA,MIA vs. PHI,02/03/2020,W,24,9,4,6,66.7,1,2,50.0,0,0,-,1,2,3,3,1,0,1,2,9,19.1
Zhaire Smith,PHI,PHI @ MIA,02/03/2020,L,4,2,1,3,33.3,0,0,-,0,0,-,0,0,0,0,1,0,0,0,2,5.0
Kelly Olynyk,MIA,MIA vs. PHI,02/03/2020,W,24,7,3,6,50.0,1,4,25.0,0,0,-,0,4,4,0,0,1,2,1,23,12.8
Shake Milton,PHI,PHI @ MIA,02/03/2020,L,30,11,5,11,45.5,1,5,20.0,0,0,-,0,0,0,4,0,0,2,1,-23,15.0
Matisse Thybulle,PHI,PHI @ MIA,02/03/2020,L,15,3,1,1,100,1,1,100,0,0,-,0,1,1,1,0,1,0,3,-4,8.7
Furkan Korkmaz,PHI,PHI @ MIA,02/03/2020,L,16,6,2,8,25.0,2,7,28.6,0,0,-,0,2,2,2,0,0,1,4,-3,10.4
Tyler Herro,MIA,MIA vs. PHI,02/03/2020,W,10,2,1,6,16.7,0,2,0.0,0,0,-,0,0,0,1,0,0,0,0,4,3.5
Chris Silva,MIA,MIA vs. PHI,02/03/2020,W,4,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,2,-2,2.0
Raul Neto,PHI,PHI @ MIA,02/03/2020,L,8,0,0,5,0.0,0,3,0.0,0,0,-,2,1,3,0,0,0,1,1,1,2.6
Al Horford,PHI,PHI @ MIA,02/03/2020,L,22,6,2,5,40.0,2,3,66.7,0,0,-,1,3,4,1,0,0,1,0,-24,11.3
Trey Burke,PHI,PHI @ MIA,02/03/2020,L,12,0,0,2,0.0,0,0,-,0,0,-,1,0,1,3,0,0,0,0,-11,5.7
Meyers Leonard,MIA,MIA vs. PHI,02/03/2020,W,16,3,1,3,33.3,1,2,50.0,0,2,0.0,0,5,5,0,0,0,0,2,4,9.0
Gorgui Dieng,MIN,MIN @ SAC,02/03/2020,L,11,7,2,4,50.0,1,1,100,2,2,100,2,4,6,0,1,1,2,1,3,18.2
Robert Covington,MIN,MIN @ SAC,02/03/2020,L,30,15,6,15,40.0,3,9,33.3,0,0,-,3,5,8,2,3,1,1,3,-20,38.6
De'Aaron Fox,SAC,SAC vs. MIN,02/03/2020,W,34,31,10,16,62.5,3,4,75.0,8,12,66.7,0,3,3,5,2,0,5,3,14,43.1
