PLAYER,TEAM,MATCH UP,GAME DATE,WL,MIN,PTS,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PlusMinus,FP
Jalen McDaniels,CHA,CHA vs. LAC,05/13/2021,L,32,10,4,10,40.0,1,4,25.0,1,1,100,0,4,4,2,0,0,0,2,-23,17.8
Malik Monk,CHA,CHA vs. LAC,05/13/2021,L,14,7,2,6,33.3,1,4,25.0,2,2,100,0,0,0,1,1,0,0,0,-5,11.5
Cody Zeller,CHA,CHA vs. LAC,05/13/2021,L,18,10,5,7,71.4,0,0,-,0,0,-,2,4,6,1,0,0,2,2,-17,16.7
Nicolas Batum,LAC,LAC @ CHA,05/13/2021,W,23,11,4,6,66.7,2,4,50.0,1,2,50.0,0,3,3,0,1,1,0,1,10,20.6
Bogdan Bogdanovic,ATL,ATL vs. ORL,05/13/2021,W,26,27,9,12,75.0,4,7,57.1,5,5,100,0,3,3,5,2,0,1,1,23,43.1
Ignas Brazdeikis,ORL,ORL @ ATL,05/13/2021,L,27,9,4,14,28.6,1,7,14.3,0,0,-,2,2,4,2,0,1,1,1,3,18.8
Clint Capela,ATL,ATL vs. ORL,05/13/2021,W,26,14,5,11,45.5,0,0,-,4,6,66.7,6,8,14,0,2,0,1,2,23,35.8
Onyeka Okongwu,ATL,ATL vs. ORL,05/13/2021,W,16,3,1,3,33.3,0,0,-,1,2,50.0,3,3,6,0,0,1,2,2,-1,11.2
Trae Young,ATL,ATL vs. ORL,05/13/2021,W,26,18,7,14,50.0,0,5,0.0,4,4,100,0,0,0,7,0,0,1,2,26,27.5
Dwayne Bacon,ORL,ORL @ ATL,05/13/2021,L,20,5,2,9,22.2,0,1,0.0,1,1,100,0,1,1,1,1,0,2,2,-15,8.7
Sindarius Thornwell,ORL,ORL @ ATL,05/13/2021,L,25,6,2,7,28.6,1,4,25.0,1,2,50.0,1,5,6,5,1,0,0,1,2,23.7
Wendell Carter Jr.,ORL,ORL @ ATL,05/13/2021,L,27,12,4,11,36.4,0,2,0.0,4,6,66.7,6,5,11,0,0,1,1,3,-26,27.2
Cole Anthony,ORL,ORL @ ATL,05/13/2021,L,23,12,5,12,41.7,1,3,33.3,1,2,50.0,1,6,7,6,1,0,1,1,-22,31.4
Donta Hall,ORL,ORL @ ATL,05/13/2021,L,21,11,4,4,100,0,0,-,3,4,75.0,2,3,5,1,0,1,2,3,3,19.5
R.J. Hampton,ORL,ORL @ ATL,05/13/2021,L,32,18,7,15,46.7,4,5,80.0,0,0,-,1,7,8,5,0,1,3,0,-9,35.1
Skylar Mays,ATL,ATL vs. ORL,05/13/2021,W,4,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,2.0
Bruno Fernando,ATL,ATL vs. ORL,05/13/2021,W,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,0,1.2
Donte DiVincenzo,MIL,MIL @ IND,05/13/2021,W,32,8,2,5,40.0,2,5,40.0,2,2,100,1,8,9,2,1,1,1,0,5,26.8
Cassius Stanley,IND,IND vs. MIL,05/13/2021,L,5,0,0,3,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,0,0.0
Domantas Sabonis,IND,IND vs. MIL,05/13/2021,L,26,10,5,19,26.3,0,3,0.0,0,0,-,1,5,6,14,1,0,2,2,-19,39.2
T.J. McConnell,IND,IND vs. MIL,05/13/2021,L,45,23,10,19,52.6,1,2,50.0,2,3,66.7,0,5,5,7,3,0,4,2,-7,44.5
Pat Connaughton,MIL,MIL @ IND,05/13/2021,W,17,6,2,4,50.0,2,3,66.7,0,0,-,0,4,4,1,1,0,0,0,5,15.3
Brook Lopez,MIL,MIL @ IND,05/13/2021,W,30,21,9,15,60.0,0,1,0.0,3,4,75.0,4,4,8,0,0,1,3,3,13,30.6
Giannis Antetokounmpo,MIL,MIL @ IND,05/13/2021,W,35,40,14,18,77.8,1,1,100,11,16,68.8,3,12,15,6,1,0,1,1,1,69.0
Jrue Holiday,MIL,MIL @ IND,05/13/2021,W,34,20,8,14,57.1,0,4,0.0,4,5,80.0,1,3,4,14,0,4,1,0,18,56.8
Doug McDermott,IND,IND vs. MIL,05/13/2021,L,28,19,8,15,53.3,3,7,42.9,0,0,-,0,1,1,2,0,0,0,4,-20,23.2
Jeff Teague,MIL,MIL @ IND,05/13/2021,W,10,8,3,6,50.0,2,2,100,0,0,-,0,1,1,1,0,0,2,0,-8,8.7
P.J. Tucker,MIL,MIL @ IND,05/13/2021,W,18,3,1,3,33.3,0,1,0.0,1,2,50.0,1,1,2,2,0,0,0,1,0,8.4
Andre Iguodala,MIA,MIA vs. PHI,05/13/2021,W,23,0,0,0,-,0,0,-,0,0,-,2,3,5,1,0,1,3,1,8,7.5
Anthony Tolliver,PHI,PHI @ MIA,05/13/2021,L,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,5,0.0
Udonis Haslem,MIA,MIA vs. PHI,05/13/2021,W,3,4,2,2,100,0,0,-,0,0,-,0,1,1,0,0,0,0,0,3,5.2
Precious Achiuwa,MIA,MIA vs. PHI,05/13/2021,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5,0.0
KZ Okpala,MIA,MIA vs. PHI,05/13/2021,W,2,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-5,1.2
Max Strus,MIA,MIA vs. PHI,05/13/2021,W,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-5,0.0
Khris Middleton,MIL,MIL @ IND,05/13/2021,W,34,22,9,17,52.9,2,7,28.6,2,2,100,0,4,4,6,2,0,2,3,19,39.8
Bobby Portis,MIL,MIL @ IND,05/13/2021,W,17,12,5,6,83.3,2,2,100,0,0,-,0,4,4,1,0,0,0,1,-7,18.3
Justin Holiday,IND,IND vs. MIL,05/13/2021,L,39,26,9,14,64.3,8,12,66.7,0,0,-,1,4,5,5,0,1,1,1,-10,41.5
Bryn Forbes,MIL,MIL @ IND,05/13/2021,W,13,2,1,6,16.7,0,4,0.0,0,0,-,0,0,0,1,0,0,2,1,-1,1.5
JaKarr Sampson,IND,IND vs. MIL,05/13/2021,L,19,14,6,10,60.0,0,2,0.0,2,2,100,3,2,5,0,0,0,0,0,14,20.0
Goga Bitadze,IND,IND vs. MIL,05/13/2021,L,24,10,2,5,40.0,2,3,66.7,4,6,66.7,2,4,6,4,0,0,0,5,1,23.2
Kendrick Nunn,MIA,MIA vs. PHI,05/13/2021,W,22,13,6,9,66.7,1,4,25.0,0,0,-,0,2,2,0,0,1,0,1,16,18.4
Paul Reed,PHI,PHI @ MIA,05/13/2021,L,4,4,2,2,100,0,0,-,0,0,-,1,2,3,0,0,0,0,1,10,7.6
Bam Adebayo,MIA,MIA vs. PHI,05/13/2021,W,35,18,9,13,69.2,0,0,-,0,0,-,3,9,12,8,0,1,1,1,8,46.4
Dewayne Dedmon,MIA,MIA vs. PHI,05/13/2021,W,9,4,2,4,50.0,0,0,-,0,0,-,2,1,3,0,1,0,2,5,6,8.6
Goran Dragic,MIA,MIA vs. PHI,05/13/2021,W,23,15,5,12,41.7,1,6,16.7,4,4,100,0,3,3,6,0,0,4,2,5,23.6
George Hill,PHI,PHI @ MIA,05/13/2021,L,17,5,1,3,33.3,0,0,-,3,3,100,0,1,1,1,1,0,1,1,-10,9.7
Oshae Brissett,IND,IND vs. MIL,05/13/2021,L,28,19,5,12,41.7,5,8,62.5,4,4,100,1,2,3,1,2,0,0,4,-15,30.1
Kelan Martin,IND,IND vs. MIL,05/13/2021,L,27,12,5,13,38.5,2,5,40.0,0,0,-,4,5,9,1,0,1,0,4,11,27.3
Tobias Harris,PHI,PHI @ MIA,05/13/2021,L,30,21,8,17,47.1,0,4,0.0,5,6,83.3,1,3,4,1,1,1,1,0,-19,32.3
Trevor Ariza,MIA,MIA vs. PHI,05/13/2021,W,34,10,4,9,44.4,2,5,40.0,0,0,-,3,2,5,4,1,1,1,1,7,27.0
Jimmy Butler,MIA,MIA vs. PHI,05/13/2021,W,29,21,6,10,60.0,4,4,100,5,5,100,1,4,5,4,1,0,2,0,15,34.0
Dwight Howard,PHI,PHI @ MIA,05/13/2021,L,16,4,2,2,100,0,0,-,0,0,-,3,4,7,1,0,0,0,1,-1,13.9
Joel Embiid,PHI,PHI @ MIA,05/13/2021,L,25,6,3,9,33.3,0,2,0.0,0,1,0.0,0,2,2,1,2,0,4,3,-17,11.9
Ben Simmons,PHI,PHI @ MIA,05/13/2021,L,26,8,3,6,50.0,0,0,-,2,2,100,1,0,1,6,0,0,1,4,-14,17.2
Seth Curry,PHI,PHI @ MIA,05/13/2021,L,25,8,3,6,50.0,2,4,50.0,0,0,-,0,3,3,1,0,0,2,2,-6,11.1
Danny Green,PHI,PHI @ MIA,05/13/2021,L,20,11,4,7,57.1,3,5,60.0,0,0,-,1,3,4,1,1,0,0,2,-14,20.3
Solomon Hill,ATL,ATL vs. ORL,05/13/2021,W,20,0,0,1,0.0,0,1,0.0,0,0,-,1,1,2,2,1,0,0,1,20,8.4
John Collins,ATL,ATL vs. ORL,05/13/2021,W,21,12,4,9,44.4,4,6,66.7,0,0,-,0,6,6,0,0,1,1,4,25,21.2
Gary Harris,ORL,ORL @ ATL,05/13/2021,L,20,7,3,9,33.3,1,6,16.7,0,0,-,1,0,1,2,0,0,2,2,-24,9.2
Mike Scott,PHI,PHI @ MIA,05/13/2021,L,6,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,6,4.2
Mikal Bridges,PHX,PHX vs. POR,05/13/2021,W,41,21,6,9,66.7,3,5,60.0,6,6,100,1,10,11,2,1,0,2,3,5,38.2
Terence Davis,SAC,SAC @ MEM,05/13/2021,L,28,16,6,13,46.2,4,8,50.0,0,0,-,1,4,5,4,3,1,1,3,2,39.0
Delon Wright,SAC,SAC @ MEM,05/13/2021,L,37,15,7,15,46.7,1,5,20.0,0,0,-,3,1,4,8,1,0,1,2,-22,33.8
Jaren Jackson Jr.,MEM,MEM vs. SAC,05/13/2021,W,20,12,5,11,45.5,2,4,50.0,0,1,0.0,2,4,6,2,0,2,1,5,-2,27.2
Dillon Brooks,MEM,MEM vs. SAC,05/13/2021,W,37,30,13,28,46.4,3,7,42.9,1,2,50.0,3,3,6,3,1,2,1,1,10,49.7
Ja Morant,MEM,MEM vs. SAC,05/13/2021,W,38,12,5,12,41.7,1,5,20.0,1,2,50.0,3,4,7,8,0,0,6,2,25,26.4
Ricky Rubio,MIN,MIN vs. DEN,05/13/2021,L,28,6,2,9,22.2,2,6,33.3,0,0,-,2,4,6,5,1,0,1,2,-5,22.7
JaMychal Green,DEN,DEN @ MIN,05/13/2021,W,20,2,1,5,20.0,0,3,0.0,0,0,-,0,2,2,4,0,0,1,3,4,9.4
Jordan McLaughlin,MIN,MIN vs. DEN,05/13/2021,L,14,6,2,2,100,1,1,100,1,2,50.0,0,3,3,2,0,0,1,0,-1,11.6
Josh Okogie,MIN,MIN vs. DEN,05/13/2021,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5,0.0
Shaquille Harrison,DEN,DEN @ MIN,05/13/2021,W,15,2,1,4,25.0,0,1,0.0,0,0,-,0,3,3,0,1,0,0,2,-3,8.6
Facundo Campazzo,DEN,DEN @ MIN,05/13/2021,W,33,6,2,8,25.0,0,3,0.0,2,2,100,1,2,3,9,0,0,3,0,8,20.1
Jarred Vanderbilt,MIN,MIN vs. DEN,05/13/2021,L,18,6,3,5,60.0,0,0,-,0,0,-,1,3,4,1,0,1,1,1,0,14.3
Juancho Hernangomez,MIN,MIN vs. DEN,05/13/2021,L,15,4,1,4,25.0,1,3,33.3,1,2,50.0,2,1,3,0,0,0,2,0,-14,5.6
Jaden McDaniels,MIN,MIN vs. DEN,05/13/2021,L,17,5,2,5,40.0,1,4,25.0,0,0,-,0,0,0,1,0,0,0,1,1,6.5
Paul Millsap,DEN,DEN @ MIN,05/13/2021,W,19,5,2,9,22.2,0,3,0.0,1,1,100,1,6,7,5,3,0,1,3,8,28.9
Naz Reid,MIN,MIN vs. DEN,05/13/2021,L,31,10,4,9,44.4,0,4,0.0,2,4,50.0,0,6,6,0,1,1,2,3,-10,21.2
Markus Howard,DEN,DEN @ MIN,05/13/2021,W,17,15,5,10,50.0,4,8,50.0,1,1,100,0,1,1,1,0,0,1,4,5,16.7
Vlatko Cancar,DEN,DEN @ MIN,05/13/2021,W,18,14,5,7,71.4,3,4,75.0,1,2,50.0,0,3,3,2,0,0,0,1,5,20.6
Nikola Jokic,DEN,DEN @ MIN,05/13/2021,W,32,31,14,21,66.7,0,3,0.0,3,3,100,6,8,14,4,1,1,2,2,8,57.8
Anthony Edwards,MIN,MIN vs. DEN,05/13/2021,L,39,29,8,16,50.0,4,9,44.4,9,12,75.0,1,6,7,5,0,2,1,3,-6,49.9
D'Angelo Russell,MIN,MIN vs. DEN,05/13/2021,L,36,17,6,12,50.0,3,7,42.9,2,6,33.3,0,3,3,2,1,1,2,3,-9,27.6
Aaron Gordon,DEN,DEN @ MIN,05/13/2021,W,30,15,6,10,60.0,1,2,50.0,2,2,100,1,2,3,4,1,0,1,1,8,26.6
Bismack Biyombo,CHA,CHA vs. LAC,05/13/2021,L,26,13,6,9,66.7,0,0,-,1,2,50.0,5,2,7,1,0,0,3,3,-5,19.9
Ivica Zubac,LAC,LAC @ CHA,05/13/2021,W,35,8,3,4,75.0,0,0,-,2,2,100,4,7,11,1,0,2,3,4,15,25.7
Terry Rozier,CHA,CHA vs. LAC,05/13/2021,L,36,10,3,13,23.1,1,7,14.3,3,4,75.0,0,4,4,5,2,0,3,1,-14,25.3
Daniel Oturu,LAC,LAC @ CHA,05/13/2021,W,4,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,1,3,3.2
Duncan Robinson,MIA,MIA vs. PHI,05/13/2021,W,26,3,1,7,14.3,1,7,14.3,0,0,-,1,3,4,1,2,2,3,2,7,18.3
JaVale McGee,DEN,DEN @ MIN,05/13/2021,W,24,12,6,12,50.0,0,0,-,0,0,-,5,8,13,0,0,2,0,4,0,33.6
Karl-Anthony Towns,MIN,MIN vs. DEN,05/13/2021,L,39,20,6,18,33.3,4,7,57.1,4,6,66.7,5,6,11,4,0,0,5,4,-6,34.2
Garrett Temple,CHI,CHI vs. TOR,05/13/2021,W,27,2,1,1,100,0,0,-,0,0,-,0,2,2,1,1,1,0,3,4,11.9
Nikola Vucevic,CHI,CHI vs. TOR,05/13/2021,W,32,16,7,19,36.8,2,7,28.6,0,0,-,0,16,16,6,0,0,2,2,3,42.2
Yuta Watanabe,TOR,TOR @ CHI,05/13/2021,L,9,0,0,3,0.0,0,1,0.0,0,0,-,0,2,2,1,1,0,1,0,-8,5.9
Shake Milton,PHI,PHI @ MIA,05/13/2021,L,23,12,4,8,50.0,0,1,0.0,4,7,57.1,1,3,4,2,2,0,1,1,-7,24.8
Tyrese Maxey,PHI,PHI @ MIA,05/13/2021,L,17,6,3,8,37.5,0,2,0.0,0,0,-,0,0,0,4,1,0,1,2,7,14.0
Furkan Korkmaz,PHI,PHI @ MIA,05/13/2021,L,21,3,1,6,16.7,0,3,0.0,1,1,100,0,0,0,2,0,0,1,0,-6,5.0
Gabe Vincent,MIA,MIA vs. PHI,05/13/2021,W,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,1,-5,-1.0
Tyler Herro,MIA,MIA vs. PHI,05/13/2021,W,29,18,6,13,46.2,4,7,57.1,2,2,100,2,4,6,2,0,0,2,1,5,26.2
Isaiah Joe,PHI,PHI @ MIA,05/13/2021,L,6,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,0,0,0,0,1,6,3.0
Caleb Martin,CHA,CHA vs. LAC,05/13/2021,L,17,9,4,7,57.1,1,3,33.3,0,0,-,0,0,0,1,0,0,1,1,-8,9.5
LaMelo Ball,CHA,CHA vs. LAC,05/13/2021,L,31,18,5,10,50.0,3,4,75.0,5,6,83.3,0,6,6,7,2,0,0,2,-15,41.7
Lauri Markkanen,CHI,CHI vs. TOR,05/13/2021,W,25,20,7,10,70.0,6,9,66.7,0,0,-,1,6,7,2,1,1,2,3,15,35.4
Tomas Satoransky,CHI,CHI vs. TOR,05/13/2021,W,20,6,3,4,75.0,0,0,-,0,0,-,0,2,2,2,0,0,2,1,8,9.4
Freddie Gillespie,TOR,TOR @ CHI,05/13/2021,L,31,2,1,4,25.0,0,0,-,0,1,0.0,2,3,5,0,3,0,1,3,-19,16.0
Khem Birch,TOR,TOR @ CHI,05/13/2021,L,28,14,6,13,46.2,1,2,50.0,1,3,33.3,2,3,5,2,2,0,0,0,-7,29.0
Patrick Williams,CHI,CHI vs. TOR,05/13/2021,W,18,9,3,8,37.5,1,3,33.3,2,4,50.0,2,3,5,1,0,1,2,0,-3,17.5
Jalen Harris,TOR,TOR @ CHI,05/13/2021,L,27,17,7,12,58.3,3,6,50.0,0,0,-,0,1,1,0,1,0,3,3,-12,18.2
Aron Baynes,TOR,TOR @ CHI,05/13/2021,L,21,6,3,6,50.0,0,2,0.0,0,1,0.0,2,1,3,3,1,0,1,3,-3,16.1
Thaddeus Young,CHI,CHI vs. TOR,05/13/2021,W,28,10,5,8,62.5,0,0,-,0,0,-,5,4,9,7,0,1,4,1,2,30.3
Javonte Green,CHI,CHI vs. TOR,05/13/2021,W,13,10,4,6,66.7,2,3,66.7,0,0,-,0,0,0,0,1,0,1,0,15,12.0
Coby White,CHI,CHI vs. TOR,05/13/2021,W,42,17,7,12,58.3,3,7,42.9,0,0,-,0,5,5,10,1,0,2,3,14,39.0
Zach LaVine,CHI,CHI vs. TOR,05/13/2021,W,35,24,8,15,53.3,3,7,42.9,5,6,83.3,0,5,5,2,0,0,3,2,2,30.0
Malachi Flynn,TOR,TOR @ CHI,05/13/2021,L,41,16,5,19,26.3,2,10,20.0,4,6,66.7,0,4,4,7,1,0,2,3,1,32.3
DeAndre' Bembry,TOR,TOR @ CHI,05/13/2021,L,39,12,6,11,54.5,0,2,0.0,0,0,-,0,2,2,6,4,1,1,1,-4,37.4
Justin James,SAC,SAC @ MEM,05/13/2021,L,32,31,12,17,70.6,4,5,80.0,3,4,75.0,1,3,4,2,1,0,1,1,6,40.8
Brandon Clarke,MEM,MEM vs. SAC,05/13/2021,W,21,12,5,7,71.4,0,2,0.0,2,2,100,3,2,5,1,0,1,0,1,-13,22.5
Torrey Craig,PHX,PHX vs. POR,05/13/2021,W,15,10,3,4,75.0,2,3,66.7,2,2,100,1,0,1,1,0,0,0,3,2,12.7
Devin Booker,PHX,PHX vs. POR,05/13/2021,W,35,18,5,17,29.4,0,4,0.0,8,8,100,1,4,5,2,0,0,4,1,2,23.0
Jusuf Nurkic,POR,POR @ PHX,05/13/2021,L,26,7,3,7,42.9,0,0,-,1,2,50.0,0,8,8,3,2,1,4,5,3,26.1
Damian Lillard,POR,POR @ PHX,05/13/2021,L,43,41,16,23,69.6,2,6,33.3,7,8,87.5,0,5,5,5,1,0,3,0,-2,54.5
Chris Paul,PHX,PHX vs. POR,05/13/2021,W,32,26,11,14,78.6,2,2,100,2,2,100,0,0,0,7,0,0,1,3,-3,35.5
Cameron Payne,PHX,PHX vs. POR,05/13/2021,W,27,21,8,12,66.7,3,3,100,2,2,100,1,5,6,5,1,1,1,1,3,40.7
Carmelo Anthony,POR,POR @ PHX,05/13/2021,L,22,5,1,7,14.3,1,5,20.0,2,2,100,0,3,3,1,0,2,0,4,-1,16.1
Norman Powell,POR,POR @ PHX,05/13/2021,L,41,12,4,9,44.4,2,3,66.7,2,2,100,0,4,4,3,2,0,2,2,0,25.3
RJ Barrett,NYK,NYK vs. SAS,05/13/2021,W,41,24,8,19,42.1,5,9,55.6,3,3,100,1,8,9,5,1,0,2,1,5,43.3
Drew Eubanks,SAS,SAS @ NYK,05/13/2021,L,13,8,3,7,42.9,0,0,-,2,2,100,5,4,9,1,0,2,2,3,-1,24.3
Patty Mills,SAS,SAS @ NYK,05/13/2021,L,28,6,1,5,20.0,1,4,25.0,3,3,100,0,0,0,3,0,0,2,1,-22,8.5
Taj Gibson,NYK,NYK vs. SAS,05/13/2021,W,21,6,3,5,60.0,0,0,-,0,0,-,4,5,9,1,1,4,0,0,13,33.3
Keldon Johnson,SAS,SAS @ NYK,05/13/2021,L,31,13,5,11,45.5,2,4,50.0,1,1,100,0,2,2,2,1,0,2,3,9,19.4
Lonnie Walker IV,SAS,SAS @ NYK,05/13/2021,L,29,12,5,13,38.5,2,6,33.3,0,0,-,1,3,4,2,0,0,0,0,13,19.8
Julius Randle,NYK,NYK vs. SAS,05/13/2021,W,45,25,7,21,33.3,1,5,20.0,10,10,100,0,9,9,9,1,0,3,3,1,49.3
Austin Rivers,DEN,DEN @ MIN,05/13/2021,W,31,12,4,10,40.0,4,9,44.4,0,0,-,0,4,4,1,0,0,3,5,12,15.3
Nerlens Noel,NYK,NYK vs. SAS,05/13/2021,W,27,6,2,3,66.7,0,0,-,2,2,100,4,1,5,0,1,2,0,3,-12,21.0
Frank Ntilikina,NYK,NYK vs. SAS,05/13/2021,W,6,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,1,0,2,0,7.2
Reggie Bullock Jr.,NYK,NYK vs. SAS,05/13/2021,W,39,8,3,9,33.3,2,8,25.0,0,0,-,1,3,4,3,3,0,1,5,8,25.3
Rudy Gay,SAS,SAS @ NYK,05/13/2021,L,19,8,2,10,20.0,1,5,20.0,3,3,100,0,3,3,1,0,0,0,1,-14,13.1
DeMar DeRozan,SAS,SAS @ NYK,05/13/2021,L,38,27,10,18,55.6,0,0,-,7,9,77.8,0,8,8,4,1,0,3,2,6,42.6
Immanuel Quickley,NYK,NYK vs. SAS,05/13/2021,W,11,0,0,4,0.0,0,2,0.0,0,0,-,0,0,0,0,0,0,1,1,0,-1.0
Obi Toppin,NYK,NYK vs. SAS,05/13/2021,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,3,1.5
Elfrid Payton,NYK,NYK vs. SAS,05/13/2021,W,13,0,0,4,0.0,0,0,-,0,0,-,0,1,1,2,0,0,1,2,-11,3.2
Dejounte Murray,SAS,SAS @ NYK,05/13/2021,L,35,14,7,18,38.9,0,1,0.0,0,1,0.0,1,8,9,7,1,1,0,2,-3,41.3
Devin Vassell,SAS,SAS @ NYK,05/13/2021,L,13,2,1,2,50.0,0,1,0.0,0,0,-,0,3,3,0,0,0,0,0,-8,5.6
Buddy Hield,SAC,SAC @ MEM,05/13/2021,L,35,16,6,17,35.3,4,10,40.0,0,0,-,1,3,4,6,1,0,2,2,-4,30.8
Jonas Valanciunas,MEM,MEM vs. SAC,05/13/2021,W,33,24,8,10,80.0,0,0,-,8,8,100,1,12,13,3,0,1,2,1,22,45.1
Desmond Bane,MEM,MEM vs. SAC,05/13/2021,W,23,7,2,8,25.0,1,5,20.0,2,2,100,0,3,3,0,1,0,1,1,9,12.6
Damian Jones,SAC,SAC @ MEM,05/13/2021,L,24,6,2,5,40.0,0,0,-,2,4,50.0,5,0,5,5,0,4,1,2,-3,30.5
Richaun Holmes,SAC,SAC @ MEM,05/13/2021,L,11,3,1,5,20.0,0,0,-,1,1,100,1,1,2,2,0,3,0,0,-4,17.4
Louis King,SAC,SAC @ MEM,05/13/2021,L,9,3,1,2,50.0,0,0,-,1,1,100,1,2,3,2,0,0,0,0,10,9.6
Chimezie Metu,SAC,SAC @ MEM,05/13/2021,L,34,17,6,16,37.5,4,10,40.0,1,2,50.0,0,5,5,2,1,0,3,3,-7,26.0
De'Anthony Melton,MEM,MEM vs. SAC,05/13/2021,W,16,2,1,4,25.0,0,3,0.0,0,0,-,0,0,0,2,0,1,0,0,-11,8.0
Xavier Tillman,MEM,MEM vs. SAC,05/13/2021,W,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,3,0,-4,-3.0
John Konchar,MEM,MEM vs. SAC,05/13/2021,W,5,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,2,0,0,0,0,-6,4.2
Maurice Harkless,SAC,SAC @ MEM,05/13/2021,L,29,3,1,6,16.7,0,3,0.0,1,2,50.0,0,3,3,2,2,1,1,3,-8,17.6
Tyus Jones,MEM,MEM vs. SAC,05/13/2021,W,10,3,1,2,50.0,1,2,50.0,0,0,-,0,2,2,0,0,0,1,0,-19,4.4
Kyle Anderson,MEM,MEM vs. SAC,05/13/2021,W,31,14,5,6,83.3,3,4,75.0,1,1,100,0,5,5,9,0,2,3,2,19,36.5
Frank Kaminsky,PHX,PHX vs. POR,05/13/2021,W,14,0,0,6,0.0,0,2,0.0,0,0,-,4,2,6,2,0,0,0,2,7,10.2
CJ McCollum,POR,POR @ PHX,05/13/2021,L,39,27,11,19,57.9,5,9,55.6,0,0,-,0,1,1,6,0,0,1,1,2,36.2
Jevon Carter,PHX,PHX vs. POR,05/13/2021,W,5,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,1,0.0
Dario Saric,PHX,PHX vs. POR,05/13/2021,W,31,12,4,12,33.3,1,4,25.0,3,6,50.0,1,4,5,1,1,0,2,2,-10,20.5
Enes Freedom,POR,POR @ PHX,05/13/2021,L,16,6,3,4,75.0,0,0,-,0,0,-,1,7,8,0,0,0,2,1,-5,13.6
Anfernee Simons,POR,POR @ PHX,05/13/2021,L,16,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,1,0,0,0,0,0,4.5
Jae Crowder,PHX,PHX vs. POR,05/13/2021,W,41,10,4,13,30.8,2,8,25.0,0,0,-,1,7,8,2,1,2,1,2,-2,30.6
Robert Covington,POR,POR @ PHX,05/13/2021,L,37,16,5,10,50.0,4,8,50.0,2,4,50.0,0,4,4,4,2,0,1,5,-2,31.8
Alec Burks,NYK,NYK vs. SAS,05/13/2021,W,34,30,11,20,55.0,5,10,50.0,3,3,100,0,10,10,2,0,1,2,2,13,46.0
Jakob Poeltl,SAS,SAS @ NYK,05/13/2021,L,34,8,4,7,57.1,0,0,-,0,0,-,2,7,9,2,1,3,0,4,0,33.8
Stanley Johnson,TOR,TOR @ CHI,05/13/2021,L,43,35,12,22,54.5,6,13,46.2,5,7,71.4,1,9,10,5,3,0,0,1,-8,63.5
Carsen Edwards,BOS,BOS @ CLE,05/12/2021,L,5,0,0,3,0.0,0,2,0.0,0,0,-,0,0,0,0,0,0,0,0,2,0.0
Romeo Langford,BOS,BOS @ CLE,05/12/2021,L,9,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-5,1.2
Tremont Waters,BOS,BOS @ CLE,05/12/2021,L,23,7,3,9,33.3,1,4,25.0,0,0,-,2,1,3,3,0,1,2,2,0,16.1
Payton Pritchard,BOS,BOS @ CLE,05/12/2021,L,26,15,5,13,38.5,4,9,44.4,1,2,50.0,1,6,7,3,1,0,0,2,-7,30.9
Damyean Dotson,CLE,CLE vs. BOS,05/12/2021,W,25,9,4,6,66.7,1,3,33.3,0,0,-,0,3,3,2,0,0,0,0,12,15.6
Jarrett Allen,CLE,CLE vs. BOS,05/12/2021,W,32,8,4,10,40.0,0,0,-,0,0,-,3,7,10,2,0,1,3,1,4,23.0
Luke Kornet,BOS,BOS @ CLE,05/12/2021,L,18,3,1,5,20.0,1,2,50.0,0,0,-,1,5,6,2,1,3,0,2,-3,25.2
Semi Ojeleye,BOS,BOS @ CLE,05/12/2021,L,8,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3,0.0
James Nunnally,NOP,NOP @ DAL,05/12/2021,L,4,3,1,3,33.3,1,3,33.3,0,0,-,0,1,1,1,0,0,0,0,6,5.7
